1 0.09412
2 0.06696
3 0.10316
4 0.01922
5 0.02258
6 0.04564
7 0.0401
8 0.01496
9 0.02136
10 0.00096
11 0.00404
12 0.00254
13 0.06946
14 0.13202
15 0.02002
16 0.12744
17 0.02498
18 0.07294
19 0.06616
20 0.01526
21 0.015
22 0.0241
